tool	parameters	description	errors_05	errors_10	errors_15	errors_20	total_errors
Polypolish	-i 0.03 -v 0.48 -m 20 -d 12 --careful	random	18	17	12	9	56
Polypolish	-i 0.58 -v 0.84 -m 3 -d 3	mutated	11	5	3	2	21
Polypolish	-i 0.33 -v 0.79 -m 2 -d 11	random	18	16	11	9	54
Polypolish	-i 0.19 -v 0.98 -m 12 -d 9 --careful	random	17	10	8	6	41
Polypolish	-i 0.53 -v 0.93 -m 3 -d 3 --careful	mutated	10	5	5	1	21
Polypolish	-i 0.64 -v 0.69 -m 14 -d 14	random	18	17	14	10	59
Polypolish	-i 0.25 -v 0.56 -m 17 -d 19	random	18	18	14	12	62
Polypolish	-i 0.53 -v 0.78 -m 4 -d 3 --careful	mutated	10	5	3	4	22
Polypolish	-i 0.76 -v 0.95 -m 17 -d 9	random	17	21	16	16	70
Polypolish	-i 0.53 -v 0.84 -m 2 -d 3 --careful	mutated	10	6	4	4	24
Polypolish	-i 0.33 -v 0.43 -m 20 -d 10 --careful	random	17	13	7	6	43
Polypolish	-i 0.61 -v 0.84 -m 3 -d 3 --careful	mutated	10	5	4	1	20
Polypolish	-i 0.1 -v 0.39 -m 15 -d 9 --careful	random	17	10	8	6	41
Polypolish	-i 0.61 -v 0.92 -m 3 -d 4	mutated	14	8	4	6	32
Polypolish	-i 0.25 -v 0.76 -m 0 -d 9 --careful	random	18	18	18	18	72
Polypolish	-i 0.21 -v 0.42 -m 2 -d 6 --careful	random	17	10	5	4	36
Polypolish	-i 0.61 -v 0.84 -m 3 -d 4 --careful	mutated	13	8	4	4	29
Polypolish	-i 0.29 -v 0.8 -m 20 -d 11	random	17	13	9	7	46
Polypolish	-i 0.62 -v 0.84 -m 3 -d 4	mutated	14	9	4	6	33
Polypolish	-i 0.44 -v 0.58 -m 9 -d 18 --careful	random	18	18	13	10	59
Polypolish	-i 0.64 -v 0.84 -m 2 -d 3 --careful	mutated	10	6	4	4	24
Polypolish	-i 0.27 -v 0.92 -m 8 -d 12	random	17	15	10	8	50
Polypolish	-i 0.61 -v 0.84 -m 3 -d 4	mutated	14	8	4	6	32
Polypolish	-i 0.35 -v 0.95 -m 2 -d 12	random	18	17	12	9	56
Polypolish	-i 0.61 -v 0.84 -m 3 -d 3	mutated	11	5	3	3	22
Polypolish	-i 0.51 -v 0.62 -m 10 -d 16	random	18	17	12	9	56
Polypolish	-i 0.61 -v 0.84 -m 2 -d 4	mutated	13	8	4	6	31
Polypolish	-i 0.35 -v 0.36 -m 9 -d 17 --careful	random	18	17	12	10	57
Polypolish	-i 0.19 -v 0.79 -m 9 -d 9	random	17	10	7	6	40
Polypolish	-i 0.61 -v 0.84 -m 2 -d 4 --careful	mutated	13	8	4	4	29
Polypolish	-i 0.49 -v 0.8 -m 16 -d 15	random	18	17	12	9	56
Polypolish	-i 0.61 -v 0.84 -m 2 -d 3 --careful	mutated	10	6	4	4	24
Polypolish	-i 0.22 -v 0.41 -m 8 -d 16 --careful	random	18	17	12	10	57
Polypolish	-i 0.57 -v 0.84 -m 4 -d 4	mutated	15	8	3	5	31
Polypolish	-i 0.35 -v 0.48 -m 5 -d 10	random	17	13	8	6	44
Polypolish	-i 0.64 -v 0.84 -m 2 -d 3	mutated	12	7	4	6	29
Polypolish	-i 0.73 -v 0.79 -m 10 -d 19 --careful	random	18	18	14	12	62
Polypolish	-i 0.68 -v 0.84 -m 3 -d 3 --careful	mutated	10	5	4	1	20
Polypolish	-i 0.29 -v 0.62 -m 5 -d 8	random	17	10	6	4	37
Polypolish	-i 0.26 -v 0.71 -m 8 -d 8 --careful	random	17	10	6	4	37
Polypolish	-i 0.68 -v 0.9 -m 3 -d 4	mutated	15	9	6	6	36
Polypolish	-i 0.53 -v 0.82 -m 0 -d 2 --careful	random	18	18	18	18	72
Polypolish	-i 0.45 -v 0.53 -m 15 -d 4 --careful	random	13	6	4	1	24
Polypolish	-i 0.71 -v 0.87 -m 3 -d 4 --careful	mutated	13	8	4	4	29
Polypolish	-i 0.52 -v 0.61 -m 19 -d 13 --careful	random	17	16	10	9	52
Polypolish	-i 0.52 -v 0.56 -m 1 -d 10 --careful	random	18	16	13	10	57
Polypolish	-i 0.77 -v 0.84 -m 4 -d 3 --careful	mutated	10	5	3	4	22
Polypolish	-i 0.23 -v 0.33 -m 6 -d 7 --careful	random	17	10	5	4	36
Polypolish	-i 0.62 -v 0.85 -m 4 -d 3	mutated	12	6	3	6	27
Polypolish	-i 0.56 -v 0.79 -m 6 -d 14	random	18	17	12	9	56
Polypolish	-i 0.7 -v 0.97 -m 8 -d 4 --careful	random	13	8	6	4	31
Polypolish	-i 0.25 -v 0.51 -m 5 -d 11 --careful	random	17	13	9	7	46
Polypolish	-i 0.68 -v 0.94 -m 3 -d 4 --careful	mutated	13	8	5	4	30
Polypolish	-i 0.47 -v 0.49 -m 15 -d 7 --careful	random	17	10	5	4	36
Polypolish	-i 0.63 -v 0.84 -m 3 -d 4	mutated	15	9	4	6	34
Polypolish	-i 0.45 -v 1.0 -m 7 -d 11 --careful	random	inf	inf	inf	inf	inf
Polypolish	-i 0.68 -v 0.84 -m 2 -d 3	mutated	12	8	4	7	31
Polypolish	-i 0.14 -v 0.22 -m 3 -d 14	random	18	17	12	9	56
Polypolish	-i 0.5 -v 0.73 -m 17 -d 4 --careful	random	13	8	4	4	29
Polypolish	-i 0.22 -v 0.37 -m 4 -d 7 --careful	random	17	10	5	4	36
Polypolish	-i 0.27 -v 0.48 -m 9 -d 16	random	18	17	12	9	56
Polypolish	-i 0.68 -v 0.92 -m 3 -d 2 --careful	mutated	15	5	4	1	25
Polypolish	-i 0.24 -v 0.69 -m 4 -d 19	random	18	18	15	12	63
Polypolish	-i 0.68 -v 0.88 -m 2 -d 2 --careful	mutated	14	4	4	4	26
Polypolish	-i 0.17 -v 0.31 -m 19 -d 15 --careful	random	18	17	12	9	56
Polypolish	-i 0.68 -v 0.84 -m 2 -d 3 --careful	mutated	10	6	4	4	24
Polypolish	-i 0.66 -v 0.71 -m 8 -d 8	random	20	12	9	7	48
Polypolish	-i 0.68 -v 0.82 -m 3 -d 3	mutated	12	6	5	3	26
Polypolish	-i 0.03 -v 0.61 -m 0 -d 9 --careful	random	18	18	18	18	72
Polypolish	-i 0.68 -v 0.84 -m 3 -d 2	mutated	17	6	5	3	31
Polypolish	-i 0.55 -v 0.87 -m 12 -d 16	random	18	17	12	9	56
Polypolish	-i 0.73 -v 0.84 -m 3 -d 4	mutated	16	10	10	7	43
Polypolish	-i 0.19 -v 0.95 -m 19 -d 4 --careful	random	13	8	5	4	30
Polypolish	-i 0.73 -v 0.74 -m 2 -d 3 --careful	mutated	10	6	4	4	24
Polypolish	-i 0.63 -v 0.75 -m 7 -d 1 --careful	random	451	37	17	9	514
Polypolish	-i 0.68 -v 0.84 -m 4 -d 3 --careful	mutated	10	5	3	4	22
Polypolish	-i 0.05 -v 0.62 -m 12 -d 4 --careful	random	17	13	10	7	47
Polypolish	-i 0.68 -v 0.84 -m 3 -d 4 --careful	mutated	13	8	4	4	29
Polypolish	-i 0.24 -v 0.49 -m 17 -d 15 --careful	random	18	17	12	9	56
Polypolish	-i 0.68 -v 0.84 -m 3 -d 2 --careful	mutated	15	5	4	1	25
Polypolish	-i 0.24 -v 0.29 -m 17 -d 10 --careful	random	17	13	7	6	43
Polypolish	-i 0.12 -v 0.45 -m 5 -d 10 --careful	random	17	13	8	6	44
Polypolish	-i 0.68 -v 0.83 -m 3 -d 3 --careful	mutated	10	5	4	1	20
Polypolish	-i 0.25 -v 0.99 -m 19 -d 1	random	12	5	6	4	27
Polypolish	-i 0.21 -v 0.68 -m 2 -d 2	random	11	6	5	4	26
Polypolish	-i 0.68 -v 0.83 -m 3 -d 4 --careful	mutated	13	8	4	4	29
Polypolish	-i 0.24 -v 0.67 -m 12 -d 19	random	18	18	14	12	62
Polypolish	-i 0.68 -v 0.83 -m 3 -d 3	mutated	12	6	5	3	26
Polypolish	-i 0.28 -v 0.7 -m 13 -d 4	random	13	8	3	4	28
Polypolish	-i 0.68 -v 0.83 -m 2 -d 3	mutated	12	8	4	7	31
Polypolish	-i 0.2 -v 0.95 -m 4 -d 17 --careful	random	18	18	12	11	59
Polypolish	-i 0.68 -v 0.74 -m 3 -d 3 --careful	mutated	10	3	4	1	18
Polypolish	-i 0.34 -v 0.64 -m 1 -d 2 --careful	random	15	5	5	6	31
Polypolish	-i 0.77 -v 0.99 -m 1 -d 16 --careful	random	18	18	17	15	68
Polypolish	-i 0.68 -v 0.74 -m 3 -d 4 --careful	mutated	13	6	4	4	27
Polypolish	-i 0.2 -v 0.48 -m 6 -d 10	random	17	13	8	6	44
Polypolish	-i 0.68 -v 0.74 -m 2 -d 3 --careful	mutated	10	6	4	4	24
Polypolish	-i 0.66 -v 0.72 -m 13 -d 2	random	67	19	7	6	99
Polypolish	-i 0.68 -v 0.73 -m 3 -d 3 --careful	mutated	10	3	4	1	18
Polypolish	-i 0.38 -v 0.5 -m 20 -d 6 --careful	random	17	9	4	4	34
Polypolish	-i 0.68 -v 0.73 -m 2 -d 3 --careful	mutated	10	6	4	4	24
Polypolish	-i 0.23 -v 0.58 -m 3 -d 18	random	18	18	15	12	63
Polypolish	-i 0.73 -v 0.74 -m 3 -d 3 --careful	mutated	10	3	4	1	18
Polypolish	-i 0.47 -v 0.55 -m 17 -d 17 --careful	random	18	17	12	9	56
Polypolish	-i 0.63 -v 0.67 -m 13 -d 8	random	20	17	9	5	51
Polypolish	-i 0.73 -v 0.74 -m 4 -d 3 --careful	mutated	10	5	3	4	22
Polypolish	-i 0.17 -v 0.59 -m 1 -d 15	random	18	17	16	15	66
Polypolish	-i 0.73 -v 0.74 -m 3 -d 3	mutated	14	5	9	3	31
Polypolish	-i 0.61 -v 0.79 -m 0 -d 8 --careful	random	18	18	18	18	72
Polypolish	-i 0.65 -v 0.72 -m 7 -d 3 --careful	random	12	5	3	4	24
Polypolish	-i 0.63 -v 0.67 -m 13 -d 18 --careful	random	18	18	12	10	58
Polypolish	-i 0.74 -v 0.75 -m 3 -d 3 --careful	mutated	10	3	4	1	18
Polypolish	-i 0.62 -v 0.69 -m 18 -d 19	random	18	18	14	13	63
Polypolish	-i 0.74 -v 0.75 -m 4 -d 3 --careful	mutated	10	5	3	4	22
Polypolish	-i 0.23 -v 0.64 -m 15 -d 8 --careful	random	17	10	6	4	37
Polypolish	-i 0.74 -v 0.75 -m 2 -d 3	mutated	14	8	5	7	34
Polypolish	-i 0.45 -v 0.62 -m 8 -d 19	random	18	18	14	12	62
Polypolish	-i 0.69 -v 0.74 -m 3 -d 3	mutated	13	4	6	2	25
Polypolish	-i 0.05 -v 0.32 -m 13 -d 19 --careful	random	18	18	14	12	62
Polypolish	-i 0.74 -v 0.75 -m 3 -d 3	mutated	14	7	10	3	34
Polypolish	-i 0.41 -v 0.52 -m 3 -d 5 --careful	random	14	8	4	4	30
Polypolish	-i 0.75 -v 0.77 -m 4 -d 3	mutated	18	9	8	8	43
Polypolish	-i 0.32 -v 0.65 -m 6 -d 6	random	17	9	4	4	34
Polypolish	-i 0.75 -v 0.79 -m 3 -d 3 --careful	mutated	10	5	4	1	20
Polypolish	-i 0.69 -v 0.74 -m 11 -d 2	random	65	20	8	12	105
Polypolish	-i 0.45 -v 0.79 -m 15 -d 19	random	18	18	14	12	62
Polypolish	-i 0.74 -v 0.75 -m 2 -d 3 --careful	mutated	10	6	4	4	24
Polypolish	-i 0.26 -v 0.61 -m 0 -d 10	random	18	18	18	18	72
Polypolish	-i 0.42 -v 0.56 -m 16 -d 9	random	17	10	7	6	40
Polypolish	-i 0.73 -v 0.75 -m 2 -d 3 --careful	mutated	10	6	4	4	24
Polypolish	-i 0.03 -v 0.3 -m 16 -d 12	random	18	17	12	9	56
Polypolish	-i 0.25 -v 0.51 -m 3 -d 8	random	17	10	6	4	37
Polypolish	-i 0.74 -v 0.8 -m 2 -d 3	mutated	14	8	5	7	34
Polypolish	-i 0.74 -v 0.82 -m 10 -d 1 --careful	random	501	34	18	12	565
Polypolish	-i 0.74 -v 0.82 -m 3 -d 3 --careful	mutated	10	5	4	1	20
Polypolish	-i 0.64 -v 0.92 -m 11 -d 5 --careful	random	14	8	4	4	30
Polypolish	-i 0.74 -v 0.75 -m 4 -d 3	mutated	18	9	8	7	42
Polypolish	-i 0.12 -v 0.24 -m 10 -d 18	random	18	18	12	10	58
Polypolish	-i 0.74 -v 0.78 -m 4 -d 3	mutated	18	9	8	8	43
Polypolish	-i 0.67 -v 0.76 -m 4 -d 19 --careful	random	18	18	15	12	63
Polypolish	-i 0.74 -v 0.75 -m 3 -d 4 --careful	mutated	13	6	4	4	27
Polypolish	-i 0.22 -v 0.66 -m 8 -d 1	random	12	5	4	4	25
Polypolish	-i 0.69 -v 0.75 -m 4 -d 3 --careful	mutated	10	5	3	4	22
Polypolish	-i 0.39 -v 0.47 -m 17 -d 16 --careful	random	18	17	12	9	56
Polypolish	-i 0.74 -v 0.75 -m 3 -d 2	mutated	43	9	10	3	65
Polypolish	-i 0.31 -v 0.65 -m 9 -d 8	random	17	10	6	4	37
Polypolish	-i 0.69 -v 0.75 -m 4 -d 3	mutated	14	7	4	6	31
Polypolish	-i 0.05 -v 0.26 -m 14 -d 9 --careful	random	17	13	10	7	47
Polypolish	-i 0.01 -v 0.56 -m 7 -d 4 --careful	random	18	18	18	18	72
Polypolish	-i 0.22 -v 0.75 -m 20 -d 7	random	17	10	5	4	36
Polypolish	-i 0.43 -v 0.5 -m 15 -d 2	random	25	3	4	0	32
Polypolish	-i 0.71 -v 0.81 -m 3 -d 3 --careful	mutated	10	5	4	1	20
Polypolish	-i 0.56 -v 0.66 -m 11 -d 1 --careful	random	525	34	19	9	587
Polypolish	-i 0.29 -v 0.5 -m 4 -d 18 --careful	random	18	18	14	11	61
Polypolish	-i 0.09 -v 0.87 -m 5 -d 5 --careful	random	17	9	6	4	36
Polypolish	-i 0.75 -v 0.79 -m 4 -d 3 --careful	mutated	10	5	3	4	22
Polypolish	-i 0.38 -v 0.8 -m 18 -d 18	random	18	18	12	10	58
Polypolish	-i 0.28 -v 0.43 -m 16 -d 8 --careful	random	17	10	6	4	37
Polypolish	-i 0.65 -v 0.74 -m 4 -d 3	mutated	13	7	3	5	28
Polypolish	-i 0.24 -v 0.7 -m 18 -d 19	random	18	18	14	12	62
Polypolish	-i 0.27 -v 0.4 -m 1 -d 15	random	18	17	16	15	66
Polypolish	-i 0.64 -v 0.66 -m 11 -d 9	random	17	17	10	7	51
Polypolish	-i 0.73 -v 0.74 -m 3 -d 4	mutated	16	8	10	6	40
Polypolish	-i 0.01 -v 0.87 -m 13 -d 19 --careful	random	18	18	18	18	72
Polypolish	-i 0.73 -v 0.76 -m 20 -d 16 --careful	random	18	17	12	9	56
Polypolish	-i 0.53 -v 0.55 -m 4 -d 6 --careful	random	17	9	4	4	34
Polypolish	-i 0.39 -v 0.98 -m 6 -d 12 --careful	random	17	15	11	8	51
Polypolish	-i 0.23 -v 0.76 -m 3 -d 10 --careful	random	17	14	9	6	46
Polypolish	-i 0.17 -v 0.3 -m 19 -d 7	random	17	10	5	4	36
Polypolish	-i 0.65 -v 0.75 -m 3 -d 3 --careful	mutated	10	3	4	1	18
Polypolish	-i 0.28 -v 0.57 -m 1 -d 3 --careful	random	10	9	6	6	31
Polypolish	-i 0.19 -v 0.69 -m 14 -d 6	random	17	9	5	4	35
Polypolish	-i 0.66 -v 0.69 -m 3 -d 3	mutated	12	4	3	2	21
Polypolish	-i 0.45 -v 0.66 -m 13 -d 4	random	17	8	6	1	32
Polypolish	-i 0.65 -v 0.75 -m 3 -d 3	mutated	12	4	3	2	21
Polypolish	-i 0.45 -v 0.58 -m 19 -d 14	random	18	17	14	9	58
Polypolish	-i 0.31 -v 0.85 -m 18 -d 3 --careful	random	12	5	4	4	25
Polypolish	-i 0.56 -v 0.6 -m 6 -d 13 --careful	random	18	16	11	9	54
Polypolish	-i 0.65 -v 0.75 -m 3 -d 4	mutated	15	7	4	5	31
Polypolish	-i 0.24 -v 0.26 -m 17 -d 7	random	17	10	2	4	33
Polypolish	-i 0.65 -v 0.75 -m 2 -d 3 --careful	mutated	10	6	4	4	24
Polypolish	-i 0.06 -v 0.86 -m 7 -d 4 --careful	random	17	10	8	6	41
Polypolish	-i 0.65 -v 0.85 -m 3 -d 4	mutated	15	9	4	6	34
Polypolish	-i 0.4 -v 0.43 -m 0 -d 18 --careful	random	18	18	18	18	72
Polypolish	-i 0.65 -v 0.82 -m 3 -d 3 --careful	mutated	10	5	4	1	20
Polypolish	-i 0.42 -v 0.58 -m 1 -d 10	random	18	16	13	10	57
Polypolish	-i 0.35 -v 0.65 -m 6 -d 2	random	18	5	3	4	30
Polypolish	-i 0.75 -v 0.75 -m 3 -d 3	mutated	inf	inf	inf	inf	inf
Polypolish	-i 0.36 -v 0.78 -m 5 -d 16 --careful	random	18	17	12	10	57
Polypolish	-i 0.32 -v 0.55 -m 6 -d 7	random	17	10	5	4	36
Polypolish	-i 0.65 -v 0.75 -m 3 -d 2	mutated	41	6	3	2	52
Polypolish	-i 0.67 -v 0.7 -m 3 -d 3	random	12	4	4	2	22
Polypolish	-i 0.7 -v 0.83 -m 3 -d 3	mutated	14	7	6	4	31
Polypolish	-i 0.33 -v 0.74 -m 17 -d 17	random	18	17	12	9	56
Polypolish	-i 0.46 -v 0.56 -m 12 -d 9	random	17	11	10	6	44
Polypolish	-i 0.59 -v 0.71 -m 10 -d 17	random	18	17	12	10	57
Polypolish	-i 0.65 -v 0.81 -m 3 -d 3 --careful	mutated	10	5	4	1	20
Polypolish	-i 0.31 -v 0.55 -m 6 -d 9	random	17	10	7	6	40
Polypolish	-i 0.22 -v 0.58 -m 19 -d 11	random	17	13	9	7	46
Polypolish	-i 0.63 -v 0.66 -m 4 -d 6 --careful	random	17	9	4	4	34
Polypolish	-i 0.21 -v 0.27 -m 1 -d 5	random	15	12	8	6	41
Polypolish	-i 0.38 -v 0.57 -m 7 -d 6	random	17	9	4	4	34
Polypolish	-i 0.18 -v 0.96 -m 15 -d 2	random	12	5	5	4	26
Polypolish	-i 0.65 -v 0.82 -m 3 -d 4	mutated	15	9	4	6	34
Polypolish	-i 0.61 -v 0.61 -m 1 -d 6	random	inf	inf	inf	inf	inf
Polypolish	-i 0.65 -v 0.75 -m 4 -d 3 --careful	mutated	10	5	3	4	22
Polypolish	-i 0.59 -v 0.76 -m 6 -d 18	random	18	18	13	12	61
Polypolish	-i 0.08 -v 0.66 -m 20 -d 13	random	17	16	11	9	53
Polypolish	-i 0.75 -v 0.75 -m 2 -d 2	mutated	inf	inf	inf	inf	inf
Polypolish	-i 0.26 -v 0.55 -m 5 -d 14	random	18	17	12	9	56
Polypolish	-i 0.24 -v 0.27 -m 13 -d 4 --careful	random	13	8	1	4	26
Polypolish	-i 0.27 -v 0.32 -m 17 -d 1	random	20	4	0	3	27
Polypolish	-i 0.56 -v 0.75 -m 3 -d 3 --careful	mutated	10	3	4	1	18
Polypolish	-i 0.42 -v 0.66 -m 9 -d 9	random	17	10	7	6	40
Polypolish	-i 0.53 -v 0.75 -m 3 -d 3 --careful	mutated	10	3	4	1	18
Polypolish	-i 0.71 -v 0.8 -m 9 -d 2 --careful	random	51	10	5	4	70
Polypolish	-i 0.53 -v 0.73 -m 2 -d 4 --careful	mutated	13	8	4	4	29
Polypolish	-i 0.07 -v 0.26 -m 18 -d 12 --careful	random	17	15	11	8	51
Polypolish	-i 0.53 -v 0.75 -m 4 -d 3	mutated	11	5	3	3	22
Polypolish	-i 0.74 -v 0.87 -m 14 -d 19	random	18	18	15	15	66
Polypolish	-i 0.53 -v 0.75 -m 4 -d 3 --careful	mutated	10	5	3	4	22
Polypolish	-i 0.35 -v 0.53 -m 3 -d 15	random	18	17	12	9	56
Polypolish	-i 0.54 -v 0.74 -m 3 -d 4 --careful	mutated	13	6	4	4	27
Polypolish	-i 0.42 -v 0.52 -m 6 -d 5 --careful	random	14	6	4	4	28
Polypolish	-i 0.29 -v 0.65 -m 14 -d 6 --careful	random	17	9	4	4	34
Polypolish	-i 0.53 -v 0.75 -m 3 -d 4 --careful	mutated	13	6	4	4	27
Polypolish	-i 0.53 -v 0.82 -m 18 -d 18	random	18	18	12	10	58
Polypolish	-i 0.53 -v 0.75 -m 3 -d 3	mutated	11	3	3	1	18
Polypolish	-i 0.13 -v 0.87 -m 6 -d 18	random	18	18	13	11	60
Polypolish	-i 0.18 -v 0.96 -m 6 -d 6	random	17	9	5	4	35
Polypolish	-i 0.44 -v 0.95 -m 16 -d 4	random	17	9	5	4	35
Polypolish	-i 0.53 -v 0.75 -m 2 -d 3 --careful	mutated	10	6	4	4	24
Polypolish	-i 0.49 -v 0.96 -m 10 -d 5	random	18	9	8	4	39
Polypolish	-i 0.53 -v 0.75 -m 2 -d 3	mutated	11	6	4	4	25
Polypolish	-i 0.68 -v 0.81 -m 19 -d 13	random	17	16	13	17	63
Polypolish	-i 0.29 -v 0.38 -m 3 -d 4	random	13	8	4	3	28
Polypolish	-i 0.07 -v 0.59 -m 18 -d 2 --careful	random	17	10	7	4	38
Polypolish	-i 0.53 -v 0.75 -m 3 -d 2 --careful	mutated	39	5	4	0	48
Polypolish	-i 0.55 -v 0.61 -m 13 -d 9 --careful	random	17	10	7	6	40
Polypolish	-i 0.36 -v 0.39 -m 14 -d 16	random	18	17	12	9	56
Polypolish	-i 0.48 -v 0.75 -m 4 -d 3 --careful	mutated	10	5	3	4	22
Polypolish	-i 0.51 -v 0.83 -m 5 -d 8	random	17	10	6	4	37
Polypolish	-i 0.35 -v 0.36 -m 13 -d 19 --careful	random	18	18	14	12	62
Polypolish	-i 0.11 -v 0.24 -m 15 -d 1 --careful	random	14	8	5	4	31
Polypolish	-i 0.45 -v 0.76 -m 1 -d 4 --careful	random	13	11	6	6	36
Polypolish	-i 0.49 -v 0.72 -m 3 -d 2	mutated	16	3	3	0	22
Polypolish	-i 0.22 -v 0.43 -m 19 -d 3 --careful	random	12	5	1	4	22
Polypolish	-i 0.53 -v 0.75 -m 3 -d 4	mutated	14	6	4	4	28
Polypolish	-i 0.18 -v 0.93 -m 0 -d 7	random	18	18	18	18	72
Polypolish	-i 0.47 -v 0.75 -m 3 -d 4	mutated	14	6	4	3	27
Polypolish	-i 0.24 -v 0.79 -m 2 -d 8 --careful	random	17	12	7	4	40
Polypolish	-i 0.46 -v 0.75 -m 3 -d 3	mutated	11	3	3	0	17
Polypolish	-i 0.27 -v 0.76 -m 18 -d 15	random	18	17	12	9	56
Polypolish	-i 0.46 -v 0.74 -m 9 -d 11 --careful	random	17	13	9	7	46
Polypolish	-i 0.71 -v 0.73 -m 10 -d 8 --careful	random	17	10	6	4	37
Polypolish	-i 0.46 -v 0.75 -m 3 -d 3 --careful	mutated	10	3	4	1	18
Polypolish	-i 0.52 -v 0.9 -m 1 -d 6	random	17	12	8	6	43
Polypolish	-i 0.46 -v 0.74 -m 3 -d 3 --careful	mutated	10	3	4	1	18
Polypolish	-i 0.59 -v 0.98 -m 19 -d 2	random	29	9	9	5	52
Polypolish	-i 0.3 -v 0.71 -m 3 -d 17	random	18	18	12	11	59
Polypolish	-i 0.46 -v 0.75 -m 2 -d 2 --careful	mutated	14	4	4	4	26
Polypolish	-i 0.01 -v 0.61 -m 6 -d 9	random	18	18	18	18	72
Polypolish	-i 0.42 -v 0.7 -m 3 -d 3	mutated	11	3	3	0	17
Polypolish	-i 0.72 -v 0.85 -m 1 -d 19	random	18	18	17	17	70
Polypolish	-i 0.37 -v 0.7 -m 3 -d 3	mutated	11	5	4	0	20
Polypolish	-i 0.46 -v 0.84 -m 12 -d 15	random	18	17	12	9	56
Polypolish	-i 0.42 -v 0.61 -m 2 -d 2 --careful	mutated	14	4	4	4	26
Polypolish	-i 0.73 -v 0.94 -m 13 -d 8 --careful	random	17	10	6	4	37
Polypolish	-i 0.33 -v 0.73 -m 3 -d 3	mutated	11	5	4	0	20
Polypolish	-i 0.68 -v 0.69 -m 1 -d 16	random	18	18	17	15	68
Polypolish	-i 0.61 -v 0.92 -m 11 -d 11	random	17	15	12	8	52
Polypolish	-i 0.33 -v 0.74 -m 2 -d 3 --careful	mutated	10	6	4	4	24
Polypolish	-i 0.21 -v 0.5 -m 20 -d 6 --careful	random	17	9	5	4	35
Polypolish	-i 0.42 -v 0.7 -m 3 -d 4 --careful	mutated	13	6	4	4	27
Polypolish	-i 0.34 -v 0.86 -m 10 -d 12	random	17	15	10	8	50
Polypolish	-i 0.42 -v 0.7 -m 3 -d 2	mutated	16	3	3	0	22
Polypolish	-i 0.62 -v 0.76 -m 3 -d 14	random	18	17	12	11	58
Polypolish	-i 0.42 -v 0.78 -m 3 -d 3 --careful	mutated	10	5	4	1	20
Polypolish	-i 0.21 -v 0.9 -m 12 -d 18	random	18	18	12	10	58
Polypolish	-i 0.42 -v 0.61 -m 3 -d 3 --careful	mutated	10	3	4	1	18
Polypolish	-i 0.21 -v 0.61 -m 15 -d 16	random	18	17	12	9	56
Polypolish	-i 0.45 -v 0.7 -m 2 -d 3 --careful	mutated	10	6	4	4	24
Polypolish	-i 0.7 -v 0.75 -m 18 -d 6 --careful	random	17	9	4	4	34
Polypolish	-i 0.42 -v 0.7 -m 4 -d 3 --careful	mutated	10	5	3	4	22
Polypolish	-i 0.28 -v 0.9 -m 10 -d 18	random	18	18	12	10	58
Polypolish	-i 0.42 -v 0.7 -m 2 -d 3	mutated	11	6	4	4	25
Polypolish	-i 0.27 -v 0.27 -m 2 -d 13 --careful	random	inf	inf	inf	inf	inf
Polypolish	-i 0.51 -v 0.7 -m 3 -d 3 --careful	mutated	10	3	4	1	18
Polypolish	-i 0.26 -v 0.89 -m 14 -d 4	random	13	8	4	4	29
Polypolish	-i 0.42 -v 0.7 -m 2 -d 3 --careful	mutated	10	6	4	4	24
Polypolish	-i 0.51 -v 0.92 -m 6 -d 3 --careful	random	10	5	4	4	23
Polypolish	-i 0.42 -v 0.8 -m 3 -d 3 --careful	mutated	10	5	4	1	20
Polypolish	-i 0.39 -v 0.66 -m 17 -d 6	random	17	9	4	4	34
Polypolish	-i 0.21 -v 0.22 -m 12 -d 6	random	17	9	5	4	35
Polypolish	-i 0.09 -v 0.72 -m 13 -d 12 --careful	random	17	15	11	8	51
Polypolish	-i 0.59 -v 0.73 -m 3 -d 10	random	17	14	9	7	47
Polypolish	-i 0.42 -v 0.7 -m 3 -d 3 --careful	mutated	10	3	4	1	18
Polypolish	-i 0.23 -v 0.84 -m 4 -d 19	random	18	18	15	12	63
Polypolish	-i 0.42 -v 0.75 -m 3 -d 3	mutated	11	3	3	0	17
Polypolish	-i 0.38 -v 0.96 -m 1 -d 12	random	18	17	16	13	64
Polypolish	-i 0.47 -v 0.74 -m 7 -d 16 --careful	random	18	17	12	10	57
Polypolish	-i 0.42 -v 0.75 -m 3 -d 3 --careful	mutated	10	3	4	1	18
Polypolish	-i 0.59 -v 0.61 -m 20 -d 8	random	20	14	9	5	48
Polypolish	-i 0.61 -v 0.76 -m 0 -d 18 --careful	random	18	18	18	18	72
Polypolish	-i 0.42 -v 0.75 -m 2 -d 2	mutated	15	4	4	4	27
Polypolish	-i 0.48 -v 0.53 -m 19 -d 16 --careful	random	18	17	12	9	56
Polypolish	-i 0.42 -v 0.75 -m 2 -d 3 --careful	mutated	10	6	4	4	24
Polypolish	-i 0.1 -v 0.25 -m 15 -d 9	random	17	10	8	6	41
Polypolish	-i 0.38 -v 0.75 -m 2 -d 3	mutated	11	6	4	4	25
Polypolish	-i 0.02 -v 0.8 -m 10 -d 10 --careful	random	18	18	17	17	70
Polypolish	-i 0.42 -v 0.75 -m 3 -d 4	mutated	14	6	4	3	27
