tool	parameters	description	errors_05	errors_10	errors_15	errors_20	total_errors
FMLRC2	-k 15 50 62 -m 61 -f 0.64	random	18	3612	1356	1087	6073
FMLRC2	-k 76 89 -m 12 -f 0.06	random	235	717	272	274	1498
FMLRC2	-k 27 57 -m 1 -f 0.3	mutated	544	25	3	1	573
FMLRC2	-k 9 26 61 -m 0 -f 0.87	random	4453	4109	6011	5090	19663
FMLRC2	-k 98 -m 41 -f 0.41	random	18	18	18	18	72
FMLRC2	-k 97 -m 0 -f 0.07	random	18	18	18	18	72
FMLRC2	-k 81 92 -m 0 -f 0.0	random	18	18	18	18	72
FMLRC2	-k 17 61 65 -m 0 -f 0.01	random	18	18	18	18	72
FMLRC2	-k 63 -m 37 -f 0.04	random	18	18	416	420	872
FMLRC2	-k 74 78 82 -m 35 -f 0.02	random	18	18	756	866	1658
FMLRC2	-k 15 -m 7 -f 0.08	random	63216	35115	8036	1265	107632
