genome	target_illumina_depth	polishing	remaining_errors
ATCC_35221_Campylobacter_lari	00.2	Polypolish-careful+pypolca-careful	18
ATCC_35221_Campylobacter_lari	00.2	Polypolish-careful+pypolca	19
ATCC_35221_Campylobacter_lari	00.2	Polypolish+pypolca-careful	18
ATCC_35221_Campylobacter_lari	00.2	pypolca+Polypolish	19
ATCC_35221_Campylobacter_lari	00.2	pypolca-careful+Polypolish-careful	18
ATCC_35221_Campylobacter_lari	00.2	pypolca+Polypolish-careful	19
ATCC_35221_Campylobacter_lari	00.2	pypolca-careful+Polypolish	18
ATCC_35897_Listeria_welshimeri	00.2	Polypolish	1
ATCC_35897_Listeria_welshimeri	00.2	Polypolish-careful	1
ATCC_35897_Listeria_welshimeri	00.2	pypolca	2
ATCC_35897_Listeria_welshimeri	00.2	pypolca-careful	1
ATCC_35897_Listeria_welshimeri	00.2	HyPo	1
ATCC_35897_Listeria_welshimeri	00.2	FMLRC2	1
ATCC_35897_Listeria_welshimeri	00.2	NextPolish	1428
ATCC_35897_Listeria_welshimeri	00.2	Polypolish+pypolca	2
ATCC_35897_Listeria_welshimeri	00.2	Polypolish-careful+pypolca-careful	1
ATCC_35897_Listeria_welshimeri	00.2	Polypolish-careful+pypolca	2
ATCC_35897_Listeria_welshimeri	00.2	Polypolish+pypolca-careful	1
ATCC_35897_Listeria_welshimeri	00.2	pypolca+Polypolish	2
ATCC_35897_Listeria_welshimeri	00.2	pypolca-careful+Polypolish-careful	1
ATCC_35897_Listeria_welshimeri	00.2	pypolca+Polypolish-careful	2
ATCC_35897_Listeria_welshimeri	00.2	pypolca-careful+Polypolish	1
ATCC_BAA-679_Listeria_monocytogenes	00.2	Polypolish	0
ATCC_BAA-679_Listeria_monocytogenes	00.2	Polypolish-careful	0
ATCC_BAA-679_Listeria_monocytogenes	00.2	pypolca	2
ATCC_BAA-679_Listeria_monocytogenes	00.2	pypolca-careful	0
ATCC_BAA-679_Listeria_monocytogenes	00.2	HyPo	2
ATCC_BAA-679_Listeria_monocytogenes	00.2	FMLRC2	0
ATCC_BAA-679_Listeria_monocytogenes	00.2	NextPolish	1226
ATCC_BAA-679_Listeria_monocytogenes	00.2	Polypolish+pypolca	2
ATCC_BAA-679_Listeria_monocytogenes	00.2	Polypolish-careful+pypolca-careful	0
ATCC_BAA-679_Listeria_monocytogenes	00.2	Polypolish-careful+pypolca	2
ATCC_BAA-679_Listeria_monocytogenes	00.2	Polypolish+pypolca-careful	0
ATCC_BAA-679_Listeria_monocytogenes	00.2	pypolca+Polypolish	2
ATCC_BAA-679_Listeria_monocytogenes	00.2	pypolca-careful+Polypolish-careful	0
ATCC_BAA-679_Listeria_monocytogenes	00.2	pypolca+Polypolish-careful	2
ATCC_BAA-679_Listeria_monocytogenes	00.2	pypolca-careful+Polypolish	0
ATCC_10708_Salmonella_enterica	00.3	Polypolish	3
ATCC_10708_Salmonella_enterica	00.3	Polypolish-careful	3
ATCC_10708_Salmonella_enterica	00.3	pypolca	7
ATCC_10708_Salmonella_enterica	00.3	pypolca-careful	3
ATCC_10708_Salmonella_enterica	00.3	HyPo	4
ATCC_10708_Salmonella_enterica	00.3	FMLRC2	4
ATCC_10708_Salmonella_enterica	00.3	NextPolish	2512
ATCC_10708_Salmonella_enterica	00.3	Polypolish+pypolca	7
ATCC_10708_Salmonella_enterica	00.3	Polypolish-careful+pypolca-careful	3
ATCC_10708_Salmonella_enterica	00.3	Polypolish-careful+pypolca	7
ATCC_10708_Salmonella_enterica	00.3	Polypolish+pypolca-careful	3
ATCC_10708_Salmonella_enterica	00.3	pypolca+Polypolish	7
ATCC_10708_Salmonella_enterica	00.3	pypolca-careful+Polypolish-careful	3
ATCC_10708_Salmonella_enterica	00.3	pypolca+Polypolish-careful	7
ATCC_10708_Salmonella_enterica	00.3	pypolca-careful+Polypolish	3
ATCC_14035_Vibrio_cholerae	00.3	Polypolish	2
ATCC_14035_Vibrio_cholerae	00.3	Polypolish-careful	2
ATCC_14035_Vibrio_cholerae	00.3	pypolca	9
ATCC_14035_Vibrio_cholerae	00.3	pypolca-careful	2
ATCC_14035_Vibrio_cholerae	00.3	HyPo	2
ATCC_14035_Vibrio_cholerae	00.3	FMLRC2	14015
ATCC_14035_Vibrio_cholerae	00.3	NextPolish	2942
ATCC_14035_Vibrio_cholerae	00.3	Polypolish+pypolca	9
ATCC_14035_Vibrio_cholerae	00.3	Polypolish-careful+pypolca-careful	2
ATCC_14035_Vibrio_cholerae	00.3	Polypolish-careful+pypolca	9
ATCC_14035_Vibrio_cholerae	00.3	Polypolish+pypolca-careful	2
ATCC_14035_Vibrio_cholerae	00.3	pypolca+Polypolish	9
ATCC_14035_Vibrio_cholerae	00.3	pypolca-careful+Polypolish-careful	2
ATCC_14035_Vibrio_cholerae	00.3	pypolca+Polypolish-careful	9
ATCC_14035_Vibrio_cholerae	00.3	pypolca-careful+Polypolish	2
ATCC_17802_Vibrio_parahaemolyticus	00.3	Polypolish	2
ATCC_17802_Vibrio_parahaemolyticus	00.3	Polypolish-careful	2
ATCC_17802_Vibrio_parahaemolyticus	00.3	pypolca	6
ATCC_17802_Vibrio_parahaemolyticus	00.3	pypolca-careful	2
ATCC_17802_Vibrio_parahaemolyticus	00.3	HyPo	2
ATCC_17802_Vibrio_parahaemolyticus	00.3	FMLRC2	485
ATCC_17802_Vibrio_parahaemolyticus	00.3	NextPolish	3000
ATCC_17802_Vibrio_parahaemolyticus	00.3	Polypolish+pypolca	6
ATCC_17802_Vibrio_parahaemolyticus	00.3	Polypolish-careful+pypolca-careful	2
ATCC_17802_Vibrio_parahaemolyticus	00.3	Polypolish-careful+pypolca	6
ATCC_17802_Vibrio_parahaemolyticus	00.3	Polypolish+pypolca-careful	2
ATCC_17802_Vibrio_parahaemolyticus	00.3	pypolca+Polypolish	6
ATCC_17802_Vibrio_parahaemolyticus	00.3	pypolca-careful+Polypolish-careful	2
ATCC_17802_Vibrio_parahaemolyticus	00.3	pypolca+Polypolish-careful	6
ATCC_17802_Vibrio_parahaemolyticus	00.3	pypolca-careful+Polypolish	2
ATCC_19119_Listeria_ivanovii	00.3	Polypolish	5
ATCC_19119_Listeria_ivanovii	00.3	Polypolish-careful	5
ATCC_19119_Listeria_ivanovii	00.3	pypolca	9
ATCC_19119_Listeria_ivanovii	00.3	pypolca-careful	5
ATCC_19119_Listeria_ivanovii	00.3	HyPo	6
ATCC_19119_Listeria_ivanovii	00.3	FMLRC2	5
ATCC_19119_Listeria_ivanovii	00.3	NextPolish	977
ATCC_19119_Listeria_ivanovii	00.3	Polypolish+pypolca	9
ATCC_19119_Listeria_ivanovii	00.3	Polypolish-careful+pypolca-careful	5
ATCC_19119_Listeria_ivanovii	00.3	Polypolish-careful+pypolca	9
ATCC_19119_Listeria_ivanovii	00.3	Polypolish+pypolca-careful	5
ATCC_19119_Listeria_ivanovii	00.3	pypolca+Polypolish	9
ATCC_19119_Listeria_ivanovii	00.3	pypolca-careful+Polypolish-careful	5
ATCC_19119_Listeria_ivanovii	00.3	pypolca+Polypolish-careful	9
ATCC_19119_Listeria_ivanovii	00.3	pypolca-careful+Polypolish	5
ATCC_25922_Escherichia_coli	00.3	Polypolish	1
ATCC_25922_Escherichia_coli	00.3	Polypolish-careful	1
ATCC_25922_Escherichia_coli	00.3	pypolca	17
