"","genome","depth","Polypolish","Polypolish-careful","pypolca","pypolca-careful","HyPo","FMLRC2","NextPolish","Pilon","Polypolish+pypolca","Polypolish-careful+pypolca-careful","Polypolish-careful+pypolca","Polypolish+pypolca-careful","pypolca+Polypolish","pypolca-careful+Polypolish-careful","pypolca+Polypolish-careful","pypolca-careful+Polypolish","Hapo-G","before_polish","Polypolish_overall_decreased_accuracy","Polypolish-careful_overall_decreased_accuracy","pypolca_overall_decreased_accuracy","pypolca-careful_overall_decreased_accuracy","HyPo_overall_decreased_accuracy","FMLRC2_overall_decreased_accuracy","NextPolish_overall_decreased_accuracy","Pilon_overall_decreased_accuracy","Hapo-G_overall_decreased_accuracy","Polypolish+pypolca_overall_decreased_accuracy","Polypolish-careful+pypolca-careful_overall_decreased_accuracy","Polypolish-careful+pypolca_overall_decreased_accuracy","Polypolish+pypolca-careful_overall_decreased_accuracy","pypolca+Polypolish_overall_decreased_accuracy","pypolca-careful+Polypolish-careful_overall_decreased_accuracy","pypolca-careful+Polypolish_overall_decreased_accuracy","pypolca+Polypolish-careful_overall_decreased_accuracy"
"1989","ATCC_BAA-679_Listeria_monocytogenes",22.1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1990","ATCC_10708_Salmonella_enterica",22.2,1,1,2,1,9,43,12,1,2,1,2,1,2,1,2,1,24,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1991","ATCC_14035_Vibrio_cholerae",22.2,0,0,0,0,10,10,8,1,0,0,0,0,0,0,0,0,17,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1992","ATCC_17802_Vibrio_parahaemolyticus",22.2,0,0,2,0,8,24,13,0,2,0,2,0,2,0,2,0,14,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1993","ATCC_19119_Listeria_ivanovii",22.2,4,4,0,0,7,4,18,1,0,0,0,0,0,0,0,0,10,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1994","ATCC_25922_Escherichia_coli",22.2,1,1,0,1,15,64,4,394,0,1,0,1,0,1,0,1,19,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1995","ATCC_33560_Campylobacter_jejuni",22.2,0,0,1,0,4,29,9,1,1,0,1,0,1,0,1,0,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1996","ATCC_35221_Campylobacter_lari",22.2,4,4,1,2,1,1,1,2,1,2,1,2,1,2,1,2,4,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1997","ATCC_35897_Listeria_welshimeri",22.2,0,0,0,0,7,21,0,0,0,0,0,0,0,0,0,0,14,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1998","ATCC_BAA-679_Listeria_monocytogenes",22.2,0,0,0,0,8,11,0,1,0,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1999","ATCC_10708_Salmonella_enterica",22.3,1,1,2,1,15,51,18,7,2,1,2,1,2,1,2,1,20,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2000","ATCC_14035_Vibrio_cholerae",22.3,0,0,1,0,14,46,4,471,1,0,1,0,1,0,1,0,12,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2001","ATCC_17802_Vibrio_parahaemolyticus",22.3,0,0,0,0,14,18,9,0,0,0,0,0,0,0,0,0,22,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2002","ATCC_19119_Listeria_ivanovii",22.3,4,4,3,4,11,51,7,276,3,4,3,4,3,4,3,4,11,5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2003","ATCC_25922_Escherichia_coli",22.3,0,0,0,0,17,66,17,294,0,0,0,0,0,0,0,0,28,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2004","ATCC_33560_Campylobacter_jejuni",22.3,0,0,1,0,2,17,2,2,1,0,1,0,1,0,1,0,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2005","ATCC_35221_Campylobacter_lari",22.3,3,3,0,0,2,7,0,347,0,0,0,0,0,0,0,0,3,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2006","ATCC_35897_Listeria_welshimeri",22.3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,8,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2007","ATCC_BAA-679_Listeria_monocytogenes",22.3,0,0,1,0,10,0,1,1,1,0,1,0,1,0,1,0,10,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"2008","ATCC_10708_Salmonella_enterica",22.4,1,1,1,1,15,45,15,3,1,1,1,1,1,1,1,1,20,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2009","ATCC_14035_Vibrio_cholerae",22.4,0,0,0,0,6,46,1,1,0,0,0,0,0,0,0,0,12,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2010","ATCC_17802_Vibrio_parahaemolyticus",22.4,0,0,1,0,9,35,6,3,1,0,1,0,1,0,1,0,11,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2011","ATCC_19119_Listeria_ivanovii",22.4,4,4,0,3,8,29,13,4,0,3,0,3,0,3,0,3,15,5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2012","ATCC_25922_Escherichia_coli",22.4,0,0,1,0,16,99,4,2,1,0,1,0,1,0,1,0,20,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2013","ATCC_33560_Campylobacter_jejuni",22.4,0,0,1,0,3,5,2,291,1,0,1,0,1,0,1,0,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2014","ATCC_35221_Campylobacter_lari",22.4,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2015","ATCC_35897_Listeria_welshimeri",22.4,0,0,0,0,7,3,1,243,0,0,0,0,0,0,0,0,11,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2016","ATCC_BAA-679_Listeria_monocytogenes",22.4,0,0,0,0,8,2,3,203,0,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2017","ATCC_10708_Salmonella_enterica",22.5,2,2,3,1,12,76,27,100,3,1,3,1,3,1,3,1,17,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2018","ATCC_14035_Vibrio_cholerae",22.5,0,0,0,0,7,39,1,0,0,0,0,0,0,0,0,0,12,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2019","ATCC_17802_Vibrio_parahaemolyticus",22.5,0,0,2,0,14,26,9,1,2,0,2,0,2,0,2,0,22,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2020","ATCC_19119_Listeria_ivanovii",22.5,1,1,0,0,8,28,7,80,0,0,0,0,0,0,0,0,4,5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2021","ATCC_25922_Escherichia_coli",22.5,1,1,0,1,13,46,9,6,0,1,0,1,0,1,0,1,20,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2022","ATCC_33560_Campylobacter_jejuni",22.5,0,0,0,0,5,15,3,1,0,0,0,0,0,0,0,0,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2023","ATCC_35221_Campylobacter_lari",22.5,4,4,0,0,3,1,1,4,0,0,0,0,0,0,0,0,1,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2024","ATCC_35897_Listeria_welshimeri",22.5,0,0,0,0,2,8,0,3,0,0,0,0,0,0,0,0,12,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2025","ATCC_BAA-679_Listeria_monocytogenes",22.5,0,0,0,0,6,3,1,0,0,0,0,0,0,0,0,0,14,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2026","ATCC_10708_Salmonella_enterica",22.6,1,1,2,1,8,50,4,1,2,1,2,1,2,1,2,1,13,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2027","ATCC_14035_Vibrio_cholerae",22.6,0,0,0,0,6,30,0,0,0,0,0,0,0,0,0,0,7,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2028","ATCC_17802_Vibrio_parahaemolyticus",22.6,0,0,0,0,10,22,9,1,0,0,0,0,0,0,0,0,19,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2029","ATCC_19119_Listeria_ivanovii",22.6,3,3,0,0,5,17,9,278,0,0,0,0,0,0,0,0,6,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2030","ATCC_25922_Escherichia_coli",22.6,0,0,1,0,10,50,10,94,1,0,1,0,1,0,1,0,28,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2031","ATCC_33560_Campylobacter_jejuni",22.6,2,2,0,0,5,28,1,1,0,0,0,0,0,0,0,0,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2032","ATCC_35221_Campylobacter_lari",22.6,4,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,3,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2033","ATCC_35897_Listeria_welshimeri",22.6,0,0,0,0,4,8,0,3,0,0,0,0,0,0,0,0,8,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2034","ATCC_BAA-679_Listeria_monocytogenes",22.6,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2035","ATCC_10708_Salmonella_enterica",22.7,1,1,1,1,14,21,10,2,1,1,1,1,1,1,1,1,22,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2036","ATCC_14035_Vibrio_cholerae",22.7,0,0,0,0,8,12,1,4,0,0,0,0,0,0,0,0,7,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2037","ATCC_17802_Vibrio_parahaemolyticus",22.7,1,1,0,1,15,81,3,1,0,1,0,1,0,1,0,1,18,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2038","ATCC_19119_Listeria_ivanovii",22.7,0,0,2,0,13,20,13,0,2,0,2,0,2,0,2,0,9,5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2039","ATCC_25922_Escherichia_coli",22.7,1,1,1,1,7,76,11,118,1,1,1,1,1,1,1,1,15,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2040","ATCC_33560_Campylobacter_jejuni",22.7,0,0,1,0,4,29,1,1,1,0,1,0,1,0,1,0,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2041","ATCC_35221_Campylobacter_lari",22.7,4,4,0,0,3,14,0,0,0,0,0,0,0,0,0,0,2,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2042","ATCC_35897_Listeria_welshimeri",22.7,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,8,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2043","ATCC_BAA-679_Listeria_monocytogenes",22.7,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2044","ATCC_10708_Salmonella_enterica",22.8,1,1,2,1,23,56,12,1,2,1,2,1,2,1,2,1,25,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2045","ATCC_14035_Vibrio_cholerae",22.8,0,0,0,0,4,56,1,3,0,0,0,0,0,0,0,0,11,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2046","ATCC_17802_Vibrio_parahaemolyticus",22.8,0,0,0,0,9,50,0,1,0,0,0,0,0,0,0,0,15,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2047","ATCC_19119_Listeria_ivanovii",22.8,3,3,0,0,6,53,5,0,0,0,0,0,0,0,0,0,10,5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2048","ATCC_25922_Escherichia_coli",22.8,0,0,0,0,4,55,13,389,0,0,0,0,0,0,0,0,21,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2049","ATCC_33560_Campylobacter_jejuni",22.8,0,0,0,0,6,20,0,0,0,0,0,0,0,0,0,0,3,5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2050","ATCC_35221_Campylobacter_lari",22.8,4,4,0,0,3,25,0,0,0,0,0,0,0,0,0,0,11,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2051","ATCC_35897_Listeria_welshimeri",22.8,1,1,0,1,2,1,0,1,0,1,0,1,0,1,0,1,9,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2052","ATCC_BAA-679_Listeria_monocytogenes",22.8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2053","ATCC_10708_Salmonella_enterica",22.9,1,1,2,1,16,28,7,1,2,1,2,1,2,1,2,1,23,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2054","ATCC_14035_Vibrio_cholerae",22.9,0,0,1,0,8,19,1,3,1,0,1,0,1,0,1,0,7,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2055","ATCC_17802_Vibrio_parahaemolyticus",22.9,1,1,1,0,12,36,9,1,1,0,1,0,1,0,1,0,13,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2056","ATCC_19119_Listeria_ivanovii",22.9,0,0,0,0,2,34,13,77,0,0,0,0,0,0,0,0,9,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2057","ATCC_25922_Escherichia_coli",22.9,1,1,0,0,14,113,9,117,0,0,0,0,0,0,0,0,32,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2058","ATCC_33560_Campylobacter_jejuni",22.9,0,0,0,0,2,26,1,1,0,0,0,0,0,0,0,0,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2059","ATCC_35221_Campylobacter_lari",22.9,4,3,0,0,1,7,0,1,0,0,0,0,0,0,0,0,2,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2060","ATCC_35897_Listeria_welshimeri",22.9,0,0,1,0,2,8,3,0,1,0,1,0,1,0,1,0,14,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2061","ATCC_BAA-679_Listeria_monocytogenes",22.9,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2062","ATCC_10708_Salmonella_enterica",23,1,1,2,1,10,45,15,376,2,1,2,1,2,1,2,1,21,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2063","ATCC_14035_Vibrio_cholerae",23,0,0,0,0,6,66,4,2,0,0,0,0,0,0,0,0,8,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2064","ATCC_17802_Vibrio_parahaemolyticus",23,0,0,0,0,6,13,1,0,0,0,0,0,0,0,0,0,10,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2065","ATCC_19119_Listeria_ivanovii",23,4,4,4,0,7,69,5,286,4,0,4,0,4,0,4,0,7,5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2066","ATCC_25922_Escherichia_coli",23,0,0,0,0,23,42,4,228,0,0,0,0,0,0,0,0,22,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2067","ATCC_33560_Campylobacter_jejuni",23,0,0,0,0,3,30,5,2,0,0,0,0,0,0,0,0,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2068","ATCC_35221_Campylobacter_lari",23,4,4,0,4,5,0,1,1,0,4,0,4,0,4,0,4,4,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2069","ATCC_35897_Listeria_welshimeri",23,0,0,0,0,4,12,1,0,0,0,0,0,0,0,0,0,3,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2070","ATCC_BAA-679_Listeria_monocytogenes",23,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2071","ATCC_10708_Salmonella_enterica",23.1,1,1,2,1,15,27,14,2,2,1,2,1,2,1,2,1,21,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2072","ATCC_14035_Vibrio_cholerae",23.1,0,0,0,0,2,20,0,2,0,0,0,0,0,0,0,0,13,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2073","ATCC_17802_Vibrio_parahaemolyticus",23.1,0,0,0,0,8,45,4,0,0,0,0,0,0,0,0,0,18,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2074","ATCC_19119_Listeria_ivanovii",23.1,4,4,1,0,5,24,2,77,1,0,1,0,1,0,1,0,9,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2075","ATCC_25922_Escherichia_coli",23.1,0,0,0,0,2,35,3,204,0,0,0,0,0,0,0,0,19,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2076","ATCC_33560_Campylobacter_jejuni",23.1,0,0,1,0,4,22,4,3,1,0,1,0,1,0,1,0,6,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2077","ATCC_35221_Campylobacter_lari",23.1,4,4,0,1,1,0,2,2,0,1,0,1,0,1,0,1,2,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2078","ATCC_35897_Listeria_welshimeri",23.1,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,10,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
